Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000598	2022	Kimmo Elo	University of Turku	A Text Network Analysis of Discursive Changes in German, Austrian and Swiss New Year’s Speeches 2000-2021	000097	000260	000679	000244	000604	000138	000697	000562	000571	000201	https://digitalhumanities.org/dhq/vol/16/1/000598/000598.html
000599	2022	Nathanael Moore	University of Otago	The Brain Is Deeper Than the Sea: Sea and Spar Between, Computational Stuplimity, and Fragmentation	000265	000558	000537	000058	000290	000709	000547	000108	000393	000481	https://digitalhumanities.org/dhq/vol/16/1/000599/000599.html
000600	2022	Tiffany Chan | Jentery Sayers	University of Victoria Libraries | University of Victoria	Minimal Computing from the Labor Perspective	000509	000715	000593	000670	000061	000589	000222	000473	000591	000660	https://digitalhumanities.org/dhq/vol/16/2/000600/000600.html
000601	2022	Simon Peter Rowberry	Department of Information Studies, University College London	The Ebook Imagination	000662	000169	000051	000456	000011	000018	000047	000139	000029	000212	https://digitalhumanities.org/dhq/vol/16/1/000601/000601.html
000602	2022	Nozomu Okuda | Jeffery Kinnison | Patrick Burns | Neil Coffee | Walter Scheirer	SUNY University at Buffalo, Department of Classics | University of Notre Dame, Department of Computer Science and Engineering | University of Texas at Austin, Department of Classics | SUNY University at Buffalo, Department of Classics | University of Notre Dame, Department of Computer Science and Engineering	Tesserae Intertext Service	000173	000652	000159	000108	000166	000703	000709	000323	000401	000169	https://digitalhumanities.org/dhq/vol/16/1/000602/000602.html
000603	2022	Ciaran B. Trace	The University of Texas at Austin	Archives, Information Infrastructure, and Maintenance Work	000380	000174	000206	000076	000184	000671	000227	000151	000318	000468	https://digitalhumanities.org/dhq/vol/16/1/000603/000603.html
000604	2022	Houda Lamqaddam | Inez De Prekel | Koenraad Brosens | Katrien Verbert	University of Leuven | University of Leuven | University of Leuven | University of Leuven	Perceptual Effects of Hierarchy in Art Historical Social Networks	000105	000195	000244	000026	000343	000263	000296	000562	000445	000649	https://digitalhumanities.org/dhq/vol/16/1/000604/000604.html
000605	2022	Francesca Giovannetti | Francesca Tomasi	University of Bologna | University of Bologna	Linked data from TEI (LIFT): A Teaching Tool for TEI to Linked Data Transformation	000588	000169	000370	000196	000019	000745	000072	000026	000178	000449	https://digitalhumanities.org/dhq/vol/16/2/000605/000605.html
000606	2022	Robert Gorman	Department of Classics and Religious Studies, University of Nebraska-Lincoln	Universal Dependencies and Author Attribution of Short Texts with Syntax Alone	000454	000703	000357	000286	000291	000139	000104	000727	000115	000498	https://digitalhumanities.org/dhq/vol/16/2/000606/000606.html
000607	2022	Jennifer Edmond | Nicole Basaraba | Michelle Doran | Vicky Garnett | Courtney Helen Grile | Eliza Papaki | Erszébet Toth-Czifra	Trinity College Dublin, Ireland | Maastricht University, the Netherlands | Centre for Digital Humanities, Trinity College Dublin, Ireland | DARIAH-EU | School of Creative Arts, Trinity College Dublin, Ireland | DARIAH-EU | DARIAH-EU	Scholarly Primitives of Scholarly Meetings: A DH-Inspired Exploration of the Virtual Incunabular in the Time of COVID 19	000401	000349	000359	000594	000272	000690	000646	000407	000404	000268	https://digitalhumanities.org/dhq/vol/16/2/000607/000607.html
000608	2022	Sylvia Fernandez | Rubria Rocha de Luna | Annette M. Zapata	University of Texas in San Antonio | Texas A&M University | University of Houston	United Fronteras como tercer espacio: Modelo transfronterizo a través de las humanidades digitales poscoloniales y la computación mínima	000013	000029	000025	000327	000320	000198	000473	000670	000184	000302	https://digitalhumanities.org/dhq/vol/16/2/000608/000608.html
000609	2022	Stephanie Boddie | Amy Hillier	Baylor University, Diana R. Garland School of Social Work, the School of Education, and the George W. Truett Seminary and University of South Africa, Institute for Gender Studies | University of Pennsylvania School of Social Policy & Practice	The Making and Re-making of The Philadelphia Negro	000302	000386	000330	000513	000209	000631	000273	000031	000145	000666	https://digitalhumanities.org/dhq/vol/16/2/000609/000609.html
000610	2022	Elspeth Brown | Cait McKinney | Dan Guadagnolo | Juan Carlos Mezo Gonzalez | Sid Cunningham | Caleigh Inman | Zohar Freeman | Amal Khurram | Alisha Krishna | Mackenzie Stewart	University of Toronto | Simon Fraser University | University of Toronto | University of Toronto | York University |  | Harvard Law School |  | University of Toronto Faculty of Law | University of Toronto	Transmediation as Radical Pedagogy in Building Queer and Trans Digital Archives	000614	000211	000448	000404	000116	000617	000160	000400	000208	000312	https://digitalhumanities.org/dhq/vol/16/2/000610/000610.html
000611	2022	Eamon Schlotterback | Cailin Flannery Roles | K.J. Rawson	Northeastern University | Northeastern University | Northeastern University	Investing in Project Maintenance: Auditing the Digital Transgender Archive	000473	000090	000428	000652	000029	000483	000159	000222	000173	000595	https://digitalhumanities.org/dhq/vol/16/1/000611/000611.html
000612	2022	Hoyeol Kim	Texas A&M University	Sentiment Analysis: Limits and Progress of the Syuzhet Package and Its Lexicons	000454	000708	000387	000178	000227	000281	000197	000687	000075	000481	https://digitalhumanities.org/dhq/vol/16/2/000612/000612.html
000613	2022	Wenyi Shang | Winbin Huang	School of Information Sciences, University of Illinois, Urbana-Champaign | Department of Information Management, Peking University	Rediscussing the Political Struggle in the Light of Reform in Late 11th Century China under the View of Digital Humanities	000097	000188	000197	000161	000150	000009	000300	000158	000096	000144	https://digitalhumanities.org/dhq/vol/16/2/000613/000613.html
000614	2022	Mélanie Péron | Meaghan Moody | Vickie Karasic	University of Pennsylvania | University of Rochester | Bryn Mawr College	Stitching the Fragmented: Feminist Maker Pedagogy and Immersive Technologies for Cultural Learning	000562	000400	000467	000031	000273	000610	000116	000483	000415	000407	https://digitalhumanities.org/dhq/vol/16/2/000614/000614.html
000615	2022	James Baker | Andrew Salway | Cynthia Roman	University of Southampton | Sussex Humanities Lab, University of Sussex | Lewis Walpole Library	Detecting and Characterising Transmission from Legacy Collection Catalogues	000462	000424	000380	000344	000617	000634	000471	000270	000571	000124	https://digitalhumanities.org/dhq/vol/16/2/000615/000615.html
000616	2022	Simone Murray	School of Languages, Literatures, Cultures and Linguistics, Monash University	Varieties of Digital Literary Studies: Micro, Macro, Meso	000140	000162	000128	000389	000046	000317	000434	000619	000207	000115	https://digitalhumanities.org/dhq/vol/16/2/000616/000616.html
000617	2022	Onyekachi Henry Ibekwe	University of Nigeria	New Digital Worlds: Postcolonial Digital Humanities in Theory, Praxis and Pedagogy	000846	000634	000448	000209	000145	000296	000618	000460	000645	000202	https://digitalhumanities.org/dhq/vol/16/2/000617/000617.html
000618	2022	Yasamin Rezai	University of Miami	Data Stories for/from All: Why Data Feminism is for Everyone	000202	000042	000209	000217	000216	000211	000622	000617	000186	000015	https://digitalhumanities.org/dhq/vol/16/2/000618/000618.html
000619	2022	Anette Hagen | Elise Seip Tønnessen	University of South-Eastern Norway | University of Agder	Worlds and Readers: Augmented Reality in Modern Polaxis	000140	000616	000115	000564	000139	000389	000356	000180	000162	000108	https://digitalhumanities.org/dhq/vol/16/2/000619/000619.html
000620	2022	Sabrina Sauer | Berber Hagedoorn	University of Groningen | University of Groningen	Linking Data and Disciplines: Interdisciplinary brokering in digital humanities research	000072	000227	000184	000159	000179	000375	000127	000084	000622	000272	https://digitalhumanities.org/dhq/vol/16/3/000620/000620.html
000621	2022	Peter L. Forberg	Department of Sociology, University of Chicago	Critical Design as Theory, Experiment, and Data: A Sociologically-Informed Approach to Visualizing Networks of Loss	000205	000452	000275	000184	000337	000397	000402	000489	000119	000400	https://digitalhumanities.org/dhq/vol/16/3/000621/000621.html
000622	2022	Gábor Mihály Tóth | Tim Hempel | Krishna Somandepalli | Shri Narayanan	USC Shoah Foundation / USC Viterbi School of Engineering | Freie Universität Berlin, Department of Mathematics and Computer Science / Department of Physics | Google Research | USC Viterbi School of Engineering	Studying Large-Scale Behavioral Differences in Auschwitz-Birkenau with Simulation of Gendered Narratives	000623	000223	000483	000445	000262	000592	000618	000047	000134	000070	https://digitalhumanities.org/dhq/vol/16/3/000622/000622.html
000623	2022	Lizhou Fan | Todd Presner	University of Michigan | UCLA	Algorithmic Close Reading: Using Semantic Triplets to Index and Analyze Agency in Holocaust Testimonies	000622	000135	000044	000263	000624	000244	000640	000026	000273	000315	https://digitalhumanities.org/dhq/vol/16/3/000623/000623.html
000624	2022	Johanna Drucker | Peter Polack | Pietro Santachiara	Department of Information Studies, UCLA | Department of Information Studies, UCLA | Department of Information Studies, UCLA	Heterochronologies: a platform for correlation and research in temporal graphics	000623	000026	000296	000263	000244	000273	000562	000523	000447	000272	https://digitalhumanities.org/dhq/vol/16/3/000624/000624.html
000625	2022	Blanca Gómez Cifuentes | Carlos Fernández Freire | Isabel del Bosque González | Idoia Murga Castro	Universidad Complutense de Madrid | Spanish National Research Council (CSIC) | Spanish National Research Council (CSIC) | Instituto de Historia, CSIC	Researching Spanish Dance in Time and Space: A GIS for La Argentina's Ballets Espagnols	000640	000343	000269	000446	000321	000084	000468	000173	000227	000592	https://digitalhumanities.org/dhq/vol/16/3/000625/000625.html
000626	2022	Lacey Schauwecker	University of Southern California	Sight and Sound: Counter-mapping the U.S.-Mexico Border Crisis	000383	000629	000467	000452	000294	000463	000031	000424	000003	000273	https://digitalhumanities.org/dhq/vol/16/3/000626/000626.html
000627	2022	Jerry Bonnell | Mitsunori Ogihara	Department of Computer Science, University of Miami | Department of Computer Science, University of Miami	Rule-based Adornment of Modern Historical Japanese Corpora using Accurate Universal Dependencies	000481	000047	000708	000588	000652	000709	000224	000400	000454	000063	https://digitalhumanities.org/dhq/vol/16/4/000627/000627.html
000628	2022	James Smithies | Sarah Atkinson | Elliott Hall	King's College London | King's College London | King's Digital Lab	Applied Digital Humanities and the Creative Industries in the United Kingdom	000213	000701	000336	000080	000443	000179	000077	000134	000198	000193	https://digitalhumanities.org/dhq/vol/16/2/000628/000628.html
000629	2022	Chelsea Canon | Douglas Boyle | K. J. Hepworth	Department of Geography, University of Nevada, Reno | Department of Geography, University of Nevada, Reno | UniSA Creative, University of South Australia, Adelaide, Australia	Ethical and Effective Visualization of Knowledge Networks	000626	000562	000534	000467	000244	000535	000361	000190	000419	000289	https://digitalhumanities.org/dhq/vol/16/3/000629/000629.html
000630	2022	Ravynn K. Stringfield	University of Richmond	#BlackScholarJoy: The Labor, Resistance and Joy Practices of Black Women Graduate Students	000638	000632	000404	000634	000209	000465	000208	000636	000689	000535	https://digitalhumanities.org/dhq/vol/16/3/000630/000630.html
000631	2022	Franny Gaede | Ana-Maurine Lara | Alaí Reyes-Santos | Kate Thornhill	University of Oregon | University of Oregon | University of Oregon | University of Oregon	Afro-Indigenous Women Healers in the Caribbean and Its Diasporas: A Decolonial Digital Humanities Project	000470	000365	000355	000718	000179	000491	000159	000323	000701	000089	https://digitalhumanities.org/dhq/vol/16/3/000631/000631.html
000632	2022	Bethany Nowviskie	James Madison University	New Questions, Next Work	000208	000404	000035	000209	000634	000186	000638	000636	000671	000448	https://digitalhumanities.org/dhq/vol/16/3/000632/000632.html
000633	2022	Angel David Nieves	Northeastern University	"For the master’s [DH] tools will never dismantle the master’s house": An Alternative Primer for a Critical Black DH Praxis	000209	000645	000632	000617	000689	000208	000216	000217	000634	000211	https://digitalhumanities.org/dhq/vol/16/3/000633/000633.html
000634	2022	Romi Ron Morrison	University of Southern California (USC)	Voluptuous Disintegration: A Future History of Black Computational Thought	000630	000448	000435	000645	000404	000209	000408	000617	000416	000638	https://digitalhumanities.org/dhq/vol/16/3/000634/000634.html
000635	2022	Louis M. Maraj	University of British Columbia	Nutha Planets: On Telos and Digital Blackness	000640	000446	000324	000084	000670	000455	000718	000484	000639	000040	https://digitalhumanities.org/dhq/vol/16/3/000635/000635.html
000636	2022	Elizabeth Losh	William & Mary	The Fulll Monty	000216	000633	000211	000209	000689	000645	000208	000632	000638	000743	https://digitalhumanities.org/dhq/vol/16/3/000636/000636.html
000637	2022	Kaiama L. Glover	Barnard College	Caribbean Futures in Black DH	000453	000366	000365	000345	000145	000636	000208	000631	000638	000221	https://digitalhumanities.org/dhq/vol/16/3/000637/000637.html
000638	2022	Moya Bailey	Northwestern University	My DH Present, Past, & Future	000404	000630	000640	000209	000465	000632	000634	000636	000213	000208	https://digitalhumanities.org/dhq/vol/16/3/000638/000638.html
000639	2022	Brienne A. Adams	Georgetown University	"Whole Self to the World": Creating Affective Worlds and Black Digital Intimacy in the Fandom of The Misadventures of Awkward Black Girl and Insecure	000243	000118	000630	000638	000209	000324	000641	000110	000635	000280	https://digitalhumanities.org/dhq/vol/16/3/000639/000639.html
000640	2022	Jazma Sutton | Kalani Craig	Miami University, Ohio | Indiana University Bloomington	Reaping the Harvest: Descendant Archival Practice to Foster Sustainable Digital Archives for Rural Black Women	000179	000227	000635	000084	000483	000446	000625	000173	000159	000299	https://digitalhumanities.org/dhq/vol/16/3/000640/000640.html
000641	2022	Bryan M. Jenkins | Taryn K. Myers	Howard University | West Chester University	Digital Black Voices: Podcasting and the Black Public Sphere	000513	000541	000448	000542	000408	000639	000404	000056	000638	000324	https://digitalhumanities.org/dhq/vol/16/3/000641/000641.html
000642	2022	Kim Gallon	Brown University	Looking Backward and Forward: Pleasure, Joy, and the Future of Black DH	000689	000638	000208	000211	000630	000637	000209	000636	000633	000645	https://digitalhumanities.org/dhq/vol/16/3/000642/000642.html
000643	2022	Laura Estill | Jennifer Guiliano | Élika Ortega | Melissa Terras | Deb Verhoeven | Glen Layne-Worthey	St. Francis Xavier University | Indiana University Purdue University at Indianapolis | University of Colorado, Boulder | University of Edinburgh | University of Alberta: Edmonton | University of Illinois at Urbana Champaign	The circus we deserve? A front row look at the organization of the annual academic conference for the Digital Humanities	000634	000645	000217	000656	000202	000416	000435	000633	000233	000209	https://digitalhumanities.org/dhq/vol/16/4/000643/000643.html
000644	2022	Roopika Risam	Dartmouth College	Our Time Is Now (It’s Always Been Our Time)	000216	000448	000211	000209	000208	000432	000145	000404	000636	000201	https://digitalhumanities.org/dhq/vol/16/3/000644/000644.html
000645	2022	Alanna Prince | Cara Marta Messina	Northeastern University | Jacksonville State University	Black Digital Humanities for the Rising Generation	000209	000633	000617	000217	000216	000689	000202	000634	000636	000846	https://digitalhumanities.org/dhq/vol/16/3/000645/000645.html
000646	2022	Roopika Risam | Alex Gil	Dartmouth College | Yale University	Introduction: The Questions of Minimal Computing	000136	000304	000573	000591	000352	000034	000460	000206	000310	000479	https://digitalhumanities.org/dhq/vol/16/2/000646/000646.html
000647	2022	Alastair Gornall | Sayan Bhattacharyya	Singapore University of Technology and Design | Singapore University of Technology and Design	Digital Humanities Inside Out: Developing a Digital Humanities Curriculum for Computer Scientists in Singapore	000471	000591	000312	000531	000352	000193	000221	000689	000314	000614	https://digitalhumanities.org/dhq/vol/16/4/000647/000647.html
000648	2022	Hugo Dirk Hogenbirk | Wim Mol	University of Groningen, Departement of the History of Philosophy |	Interpreting Measures of Meaning: Introducing Salience Differentiated Stability	000183	000251	000012	000122	000214	000030	000023	000694	000649	000029	https://digitalhumanities.org/dhq/vol/16/4/000648/000648.html
000649	2022	Adán Israel Lerma Mayer | Ximena Gutierrez-Vasques | Ernesto Priani Saiso | Hannu Salmi	Universidad Anáhuac | University of Zurich | Universidad Nacional Autónoma de México | University of Turku	Underlying Sentiments in 1867: A Study of News Flows on the Execution of Emperor Maximilian I of Mexico in Digitized Newspaper Corpora	000263	000550	000097	000300	000244	000676	000682	000029	000030	000338	https://digitalhumanities.org/dhq/vol/16/4/000649/000649.html
000650	2023	Charlie Harper	Case Western Reserve University	Rich Veins of Ore: A Review of Gabe Ignatow and Rada Mihalcea’s An Introduction to Text Mining: Research Design, Data Collection, and Analysis	000236	000448	000262	000061	000481	000233	000470	000525	000044	000135	https://digitalhumanities.org/dhq/vol/17/4/000650/000650.html
000651	2022	Moshe Blidstein | Daphne Raban	University of Haifa | University of Haifa	Tiresias: A Novel Approach for Mining Book Indices	000227	000059	000184	000538	000404	000469	000703	000313	000173	000683	https://digitalhumanities.org/dhq/vol/17/1/000651/000651.html
000652	2023	Estefanía López Salas	Universidade da Coruña	An Integral Web-map for the Analysis of Spatial Change over Time in a Complex Built Environment: Digital Samos	000031	000003	000709	000679	000401	000047	000588	000272	000025	000467	https://digitalhumanities.org/dhq/vol/17/2/000652/000652.html
000653	2022	Helen B. Kampmann Marodin	University of South Carolina	The History of Digital History: A Review of Crymble (2021)	000097	000634	000741	000140	000197	000201	000086	000471	000575	000466	https://digitalhumanities.org/dhq/vol/17/1/000653/000653.html
000654	2022	Paul Heinicker | Janna Kienbaum | Birgit Schneider	University of Potsdam | University of Potsdam | University of Potsdam	More than Distant Viewing: Qualitative Views on Machine Learning as an Automated Analysis Method in Networked Climate Image Communication	000108	000313	000461	000333	000377	000469	000223	000599	000170	000237	https://digitalhumanities.org/dhq/vol/17/1/000654/000654.html
000655	2022	Melanie Andresen	Universität Stuttgart	Annotation: A Uniting, but Multifaceted Practice. A Review of Nantke and Schlupkothen (2020)	000703	000500	000026	000178	000510	000275	000496	000031	000415	000250	https://digitalhumanities.org/dhq/vol/16/4/000655/000655.html
000656	2022	Amanda Furiasse	Nova Southeastern University	The Banality of Big Data: A Review of Discriminating Data	000097	000188	000034	000015	000140	000738	000633	000645	000317	000704	https://digitalhumanities.org/dhq/vol/16/4/000656/000656.html
000657	2022	David Thomson	Independent Scholar	Whitman Tracked Between Editions, Rossetti as a Complex Subversive, and the Collective Sense of Authorship: A Mixed Methods Accounting of a Hyperlinked "Calamus"	000017	000061	000075	000044	000113	000300	000093	000362	000229	000128	https://digitalhumanities.org/dhq/vol/17/1/000657/000657.html
000658	2023	Quintus van Galen	University of Amsterdam	The Page Is an Image Again: Bleedmapping as an Analysis Technique for Historical Newspapers	000663	000398	000502	000735	000144	000195	000708	000581	000180	000696	https://digitalhumanities.org/dhq/vol/17/1/000658/000658.html
000659	2022	Christine M. Gottlieb	Cal State East Bay	Radically Accessible Shakespeare: Cripping the Digital Shakespeare Canon through Universal Design and Disability Studies	000304	000202	000310	000734	000054	000075	000327	000480	000269	000685	https://digitalhumanities.org/dhq/vol/17/1/000659/000659.html
000660	2023	Constance Crompton	Department of Communication, University of Ottawa	"No Boutique or Fashionable Technologies": Project Development, Mentorship, and Sustainability in an Innovation-First World	000509	000552	000159	000701	000661	000669	000350	000591	000588	000319	https://digitalhumanities.org/dhq/vol/17/1/000660/000660.html
000661	2023	Emily Comeau	University of British Columbia	The Project Endings Interviews: A Summary of Methodological Foundations	000159	000029	000470	000459	000288	000294	000670	000509	000179	000108	https://digitalhumanities.org/dhq/vol/17/1/000661/000661.html
000662	2023	Zach Coble | Jojo Karlin	New York University Libraries | New York University Libraries	Reference Rot in the Digital Humanities Literature: An Analysis of Citations Containing Website Links in DHQ	000014	000741	000181	000017	000601	000077	000007	000447	000284	000256	https://digitalhumanities.org/dhq/vol/17/1/000662/000662.html
000663	2023	Liselore Tissen | Sanne Frequin | Ruben Wiersma	Leiden University and Delft University of Technology | Utrecht University | Delft University of Technology	The case of the golden background, a virtual restoration and a physical reconstruction of the medieval Crucifixion of the Lindau Master (c. 1425)	000521	000658	000144	000550	000522	000372	000456	000674	000458	000497	https://digitalhumanities.org/dhq/vol/17/1/000663/000663.html
000664	2022	The Alliance of Digital Humanities Organizations		Response to "The circus we deserve? A front row look at the organization of the annual academic conference for the Digital Humanities"	000186	000636	000427	000216	000287	000112	000743	000208	000671	000015	https://digitalhumanities.org/dhq/vol/16/4/000664/000664.html
000665	2023	Claire Battershill	University of Toronto	The Stories We Tell: Project Narratives, Project Endings, and the Affective Value of Collaboration	000666	000322	000063	000070	000178	000227	000421	000363	000661	000145	https://digitalhumanities.org/dhq/vol/17/1/000665/000665.html
000666	2023	Jessica Otis	Roy Rosenzweig Center for History and New Media, George Mason University	"Follow the Money?": Funding and Digital Sustainability	000322	000669	000459	000319	000460	000038	000305	000473	000215	000184	https://digitalhumanities.org/dhq/vol/17/1/000666/000666.html
000667	2023	Nick Thieberger	School of Languages and Linguistics, University of Melbourne, Australia	Doing it for Ourselves: The New Archive Built by and Responsive to the Researcher	000462	000035	000327	000593	000483	000670	000038	000299	000531	000159	https://digitalhumanities.org/dhq/vol/17/1/000667/000667.html
000668	2023	Martin Holmes | Joey Takeda	University of Victoria Humanities Computing and Media Centre | Digital Humanities Innovation Lab, Simon Fraser University	From Tamagotchis to Pet Rocks: On Learning to Love Simplicity through the Endings Principles	000304	000227	000588	000035	000370	000014	000248	000047	000136	000460	https://digitalhumanities.org/dhq/vol/17/1/000668/000668.html
000669	2023	James Cummings	Newcastle University	Academics Retire and Servers Die: Adventures in the Hosting and Storage of Digital Humanities Projects	000666	000466	000215	000319	000179	000038	000090	000322	000350	000070	https://digitalhumanities.org/dhq/vol/17/1/000669/000669.html
000670	2023	Sara Diamond	OCAD University Faculty of Arts & Science	The Dangers of Disappearance, the Opportunities of Recovery	000061	000173	000509	000159	000179	000667	000715	000040	000003	000600	https://digitalhumanities.org/dhq/vol/17/1/000670/000670.html
000671	2023	Martin Holmes | Janelle Jenstad | J. Matthew Huculak	University of Victoria Humanities Computing and Media Centre | University of Victoria Department of English | University of Victoria Advanced Research Services & Digital Scholarship Librarian	Introduction to Special Issue: Project Resiliency in the Digital Humanities	000411	000133	000632	000186	000014	000023	000466	000208	000184	000174	https://digitalhumanities.org/dhq/vol/17/1/000671/000671.html
000672	2023	Matt Morgenstern	Purdue University	A Keyword Analysis of "Climate Change" in Contemporary Literary Studies, 2000-2022	000519	000526	000392	000510	000184	000709	000444	000028	000244	000057	https://digitalhumanities.org/dhq/vol/17/1/000672/000672.html
000673	2023	Heyam Abd Alhadi | Ali Ahmad Hussein | Tsvi Kuflik	University of Haifa | University of Haifa | University of Haifa	Automatic Identification of Rhetorical Elements in classical Arabic Poetry	000469	000044	000434	000323	000175	000683	000148	000327	000042	000108	https://digitalhumanities.org/dhq/vol/17/2/000673/000673.html
000674	2023	Kimberly Woodring | Julie Fox-Horton	Department of History, East Tennessee State University | Cross-Disciplinary Studies, East Tennessee State University	History Harvesting: A Case Study in Documenting Local History	000029	000003	000470	000483	000372	000538	000468	000333	000176	000245	https://digitalhumanities.org/dhq/vol/17/3/000674/000674.html
000675	2023	Stephen A. Sansom | David Fifield	Florida State University | Independent Scholar	SEDES: Metrical Position in Greek Hexameter	000031	000237	000325	000683	000547	000414	000250	000703	000320	000046	https://digitalhumanities.org/dhq/vol/17/2/000675/000675.html
000676	2023	Ethan Davis | Christopher Danforth | Wolfgang Mieder | Peter Sheridan Dodds	Computational Story Lab, Vermont Complex Systems Center, MassMutual Center of Excellence for Complex Systems and Data Science, Vermont Advanced Computing Core, Watzek Library, Lewis & Clark College | Computational Story Lab, Vermont Complex Systems Center, MassMutual Center of Excellence for Complex Systems and Data Science, Vermont Advanced Computing Core, Department of Mathematics & Statistics, University of Vermont | Department of German & Russian, University of Vermont | Computational Story Lab, Vermont Complex Systems Center, MassMutual Center of Excellence for Complex Systems and Data Science, Vermont Advanced Computing Core, Department of Computer Science, University of Vermont, Santa Fe Institute	Computational Paremiology: Charting the temporal, ecological dynamics of proverb use in books, news articles, and tweets	000263	000247	000244	000649	000273	000097	000614	000031	000029	000283	https://digitalhumanities.org/dhq/vol/17/2/000676/000676.html
000677	2023	Lynne Siemens	University of Victoria	Starting and Sustaining Digital Humanities/Digital Scholarships Centers: Lessons from the Trenches	000311	000080	000079	000077	000050	000055	000177	000133	000186	000334	https://digitalhumanities.org/dhq/vol/17/3/000677/000677.html
000678	2024	Rachel Fensham | Tyne Daile Sumner | Nat Cutter | George Buchanan | Rui Liu | Justin Munoz | James Smithies | Ivy Zheng | David Carlin | Erik Champion | Hugh Craig | Scott East | Chris Hay | Lisa M. Given | John Macarthur | David McMeekin | Joanna Mendelssohn | Deborah van der Plaat	University of Melbourne; Australian Cultural Data Engine | Australian National University; Australian Cultural Data Engine | University of Melbourne; Australian Cultural Data Engine | RMIT University | University of Melbourne | Independent Scholar | Australian National University | University of Newcastle | RMIT University | University of South Australia | University of Newcastle | University of New South Wales | Flinders University | RMIT University | University of Queensland | Curtin University | University of Melbourne | University of Queensland	Towards a National Data Architecture for Cultural Collections: Designing the Australian Cultural Data Engine	000061	000537	000592	000015	000489	000181	000333	000355	000461	000179	https://digitalhumanities.org/dhq/vol/18/2/000678/000678.html
000679	2023	Sune Bechmann Pedersen | Mathias Johansson	Stockholm University | Lund University	Historical GIS and Guidebooks: A Scalable Reading of Czechoslovak Tourist Attractions	000467	000031	000312	000415	000458	000003	000483	000652	000482	000434	https://digitalhumanities.org/dhq/vol/17/2/000679/000679.html
000680	2023	Cristina Migliaccio	CUNY Medgar Evers College	Language, Materiality, and Digital Neapolitanitá	000531	000355	000262	000354	000401	000163	000542	000197	000345	000299	https://digitalhumanities.org/dhq/vol/17/2/000680/000680.html
000681	2023	Daiki Tagami | Michael Satlow	Columbia University | Brown University	Machine Learning Techniques For Analyzing Inscriptions From Israel	000392	000456	000578	000126	000045	000745	000601	000373	000380	000117	https://digitalhumanities.org/dhq/vol/17/2/000681/000681.html
000682	2023	Samuel Grieggs | Jessica Lockhart | Alexandra Atiya | Gelila Tilahun | Suzanne Akbari | Eyob Derillo | Jarod Jacobs | Christine Kwon | Michael Gervers | Steve Delamarter | Alexandra Gillespie | Walter Scheirer	University of Notre Dame | University of Toronto | University of Toronto | University of Toronto | Institute for Advanced Study, Princeton, NJ | SOAS, University of London | Warner Pacific College | University of Notre Dame | University of Toronto | George Fox University | University of Toronto | University of Notre Dame	Automated Transcription of Gə'əz Manuscripts Using Deep Learning	000029	000550	000458	000327	000593	000649	000594	000168	000735	000509	https://digitalhumanities.org/dhq/vol/17/3/000682/000682.html
000683	2023	Victoria Beatrix Fendel | Matthew T. Ireland	University of Oxford | Sidney Sussex College, University of Cambridge	Discourse cohesion in Xenophon’s On Horsemanship through Sketch Engine	000323	000247	000025	000237	000337	000012	000033	000183	000197	000673	https://digitalhumanities.org/dhq/vol/17/3/000683/000683.html
000684	2023	Minh Hua | Rita Raley	Johns Hopkins University | University of California, Santa Barbara	How to Do Things with Deep Learning Code	000126	000224	000700	000412	000553	000304	000690	000197	000533	000555	https://digitalhumanities.org/dhq/vol/17/2/000684/000684.html
000685	2023	David M. Berry	University of Sussex	The Explainability Turn	000356	000049	000216	000019	000692	000034	000085	000538	000372	000698	https://digitalhumanities.org/dhq/vol/17/2/000685/000685.html
000686	2023	Ruta Binkyte	Inria Saclay - Île-de-France Research Centre, Institut Polytechnique de Paris	Distant Reading and Viewing: "Big Questions" in Digital Art History and Digital Literary Studies	000108	000599	000225	000197	000317	000369	000541	000457	000178	000171	https://digitalhumanities.org/dhq/vol/17/2/000686/000686.html
000687	2023	J. Berenike Herrmann | Anne-Sophie Bories | Francesca Frontini | Clèmence Jacquot | Steffen Pielström | Simone Rebora | Geoffrey Rockwell | Stéfan Sinclair	Universität Bielefeld | University of Basel | CNR - Istituto di Linguistica Computazionale A. Zampolli |  | University of Würzburg | Johannes Gutenberg University Mainz | University of Alberta |	Tool criticism in practice. On methods, tools and aims of computational literary studies	000203	000188	000295	000286	000341	000012	000323	000190	000229	000093	https://digitalhumanities.org/dhq/vol/17/2/000687/000687.html
000688	2023	Marit J. MacArthur | Lee M. Miller	University of California, Davis | University of California, Davis	Slow Listening: Digital Tools for Voice Studies	000400	000166	000337	000397	000173	000583	000505	000534	000384	000563	https://digitalhumanities.org/dhq/vol/17/2/000688/000688.html
000689	2023	Andrew Prescott	University of Glasgow	Bias in Big Data, Machine Learning and AI: What Lessons for the Digital Humanities?	000172	000209	000193	000488	000211	000645	000208	000216	000109	000633	https://digitalhumanities.org/dhq/vol/17/2/000689/000689.html
